id;asn;location
"0";"20940";"SIX Seattle: MTU 1500"
"1";"20940";"ECIX-MUC / INXS by ecix"
"2";"20940";"NL-ix: Main"
"3";"20940";"Namex Rome IXP: VLAN Peering"
"4";"20940";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"5";"20940";"INEX LAN1: INEX LAN1"
"6";"20940";"Equinix Palo Alto"
"7";"20940";"BCIX: BCIX Peering LAN"
"8";"20940";"NIX.CZ: Public peering VLAN"
"9";"20940";"SwissIX: Peering"
"10";"20940";"NYIIX"
"11";"20940";"Equinix Miami IX"
"12";"20940";"LINX LON1: Main"
"13";"20940";"Digital Realty Atlanta"
"14";"20940";"JPIX TOKYO"
"15";"20940";"Equinix Tokyo"
"16";"20940";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"17";"20940";"Equinix Sydney"
"18";"20940";"Equinix Hong Kong"
"19";"20940";"ESPANIX Madrid Lower LAN"
"20";"20940";"TorIX"
"21";"20940";"Equinix São Paulo: Equinix IX - SP Metro"
"22";"20940";"ECIX-DUS"
"23";"20940";"Equinix Warsaw"
"24";"20940";"DRF IX"
"25";"20940";"IX Leeds"
"26";"20940";"MICE: Shared Peering"
"27";"20940";"Equinix Ashburn"
"28";"20940";"LONAP: LON0"
"29";"20940";"BNIX"
"30";"20940";"AMS-IX Caribbean"
"31";"20940";"JXIX"
"32";"20940";"KINX"
"33";"20940";"OCIX"
"34";"20940";"UAE-IX: UAE-IX Peering LAN"
"35";"20940";"MyIX"
"36";"20940";"AMS-IX Hong Kong"
"37";"20940";"France-IX Paris"
"38";"20940";"MBIX: Public Peering"
"39";"20940";"JPIX OSAKA"
"40";"20940";"BBIX Tokyo"
"41";"20940";"Boston Internet Exchange"
"42";"20940";"BIX.BG: Main"
"43";"20940";"CoreSite - Any2 California"
"44";"20940";"OmahaIX"
"45";"20940";"NAPAfrica IX Johannesburg: Peering"
"46";"20940";"DE-CIX New York: DE-CIX New York Peering LAN"
"47";"20940";"ECIX-FRA"
"48";"20940";"MIX-IT"
"49";"20940";"APE"
"50";"20940";"LINX Manchester"
"51";"20940";"Phoenix IX: Production"
"52";"20940";"AMS-IX"
"53";"20940";"TPAIX"
"54";"20940";"HIX Haiti"
"55";"20940";"ECIX-HAM"
"56";"20940";"SGIX: Peering LAN"
"57";"20940";"AMS-IX BA"
"58";"20940";"TahoeIX: Peering"
"59";"20940";"FL-IX"
"60";"20940";"RVA-IX"
"61";"20940";"ChIX"
"62";"20940";"NetIX: NetIX"
"63";"20940";"OpenIXP / NiCE"
"64";"20940";"AKL-IX (Auckland NZ): AKL-IX"
"65";"20940";"MASS-IX: ISP Peering LAN"
"66";"20940";"NYIIX Los Angeles"
"67";"20940";"France-IX Marseille"
"68";"20940";"VIX"
"69";"20940";"Thinx"
"70";"20940";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"71";"20940";"SNAP"
"72";"20940";"MidWest-IX - Indy"
"73";"20940";"DET-IX"
"74";"20940";"MegaIX Melbourne: MegaIX"
"75";"20940";"MegaIX Los Angeles"
"76";"20940";"MegaIX Ashburn: MegaIX"
"77";"20940";"MegaIX Dallas"
"78";"20940";"MegaIX Sydney: MegaIX"
"79";"20940";"MegaIX Brisbane: MegaIX"
"80";"20940";"TIX Tanzania - Dar es Salaam"
"81";"20940";"MegaIX Seattle: MegaIX"
"82";"20940";"MegaIX Singapore"
"83";"20940";"Equinix Singapore"
"84";"20940";"MGMix Montgomery"
"85";"20940";"SH-IX"
"86";"20940";"Equinix Chicago"
"87";"20940";"BBIX Osaka"
"88";"20940";"NAPAfrica IX Cape Town"
"89";"20940";"Equinix Dallas"
"90";"20940";"YYCIX"
"91";"20940";"UIXP"
"92";"20940";"TTIX"
"93";"20940";"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
"94";"20940";"Equinix Melbourne"
"95";"20940";"ArmIX: Peering"
"96";"20940";"IX.br (PTT.br) Porto Alegre: ATM/MPLA"
"97";"20940";"DIX: DIX LAN"
"98";"20940";"TPIX-TW"
"99";"20940";"BKNIX: Bangkok"
"100";"20940";"INEX Cork: Peering LAN"
"101";"20940";"UA-IX"
"102";"20940";"STHIX - Stockholm: STH Peering"
"103";"20940";"MegaIX Auckland: MegaIX"
"104";"20940";"JPNAP Tokyo: Peering"
"105";"20940";"HFXIX"
"106";"20940";"IIFON IX Kolkata: Main"
"107";"20940";"LINX NoVA"
"108";"20940";"DE-CIX Madrid: DE-CIX Madrid Peering LAN"
"109";"20940";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"110";"20940";"MegaIX Perth: MegaIX"
"111";"20940";"JPNAP Osaka"
"112";"20940";"IIX-Jakarta"
"113";"20940";"CATNIX"
"114";"20940";"Equinix New York"
"115";"20940";"GigaPIX - LAN 1: LAN1"
"116";"20940";"IX.br (PTT.br) Fortaleza: ATM/MPLA"
"117";"20940";"HKIX: HKIX Peering LAN"
"118";"20940";"DTEL-IX: PUBLIC"
"119";"20940";"Peering.cz"
"120";"20940";"GIXA: Peering LAN"
"121";"20940";"IX.br (PTT.br) Curitiba: ATM/MPLA"
"122";"20940";"DE-CIX Dallas: DE-CIX Dallas Peering LAN"
"123";"20940";"LU-CIX"
"124";"20940";"NIX.SK"
"125";"20940";"DE-CIX Istanbul: DE-CIX Istanbul Peering LAN"
"126";"20940";"InterLAN: InterLAN Peering Network"
"127";"20940";"Netnod Copenhagen BLUE -- MTU9K: 9K-BLUE"
"128";"20940";"Netnod Copenhagen GREEN -- MTU9K: 9K-GREEN"
"129";"20940";"LINX Scotland: LINX Scotland"
"130";"20940";"PhOpenIX-Manila"
"131";"20940";"Equinix Osaka"
"132";"20940";"MEX-IX: McAllen Peering LAN"
"133";"20940";"LyonIX: lyonix-peering"
"134";"20940";"KG-IX Bishkek: peering network"
"135";"20940";"IX.br (PTT.br) Brasília: ATM/MPLA"
"136";"20940";"MINAP Milan: MINAP"
"137";"20940";"IXP.MX - Mexico City: Primary"
"138";"20940";"MSK-IX Moscow: MSK-IX peering network"
"139";"20940";"Extreme IX Mumbai: Extreme IX"
"140";"20940";"DE-CIX Mumbai: Mumbai IX"
"141";"20940";"Extreme IX Delhi: Extreme IX LAN"
"142";"20940";"JBIX: JBIX"
"143";"20940";"EPIX.Katowice"
"144";"20940";"EPIX.Warszawa-KIX"
"145";"20940";"CSL Thai-IX Malaysia: THAI-IX"
"146";"20940";"PIT Santiago - PIT Chile: LAN"
"147";"20940";"TWIX"
"148";"20940";"IX Australia (Sydney NSW): NSW-IX"
"149";"20940";"IX Australia (Brisbane QLD): QLD-IX"
"150";"20940";"IX Australia (Melbourne VIC): VIC-IX"
"151";"20940";"IX Australia (Adelaide SA): SA-IX"
"152";"20940";"IX Australia (Perth WA): WA-IX"
"153";"20940";"NYIIX Philadelphia"
"154";"20940";"CINX: CINX Peering"
"155";"20940";"PhillyIX"
"156";"20940";"MSK-IX Saint-Petersburg: MSK-IX Saint-Petersburg peering network"
"157";"20940";"QIX"
"158";"20940";"JKT-IX: Main"
"159";"20940";"INEX LAN2"
"160";"31800";"NL-ix: Main"
"161";"31800";"Equinix Dallas"
"162";"31800";"Equinix San Jose"
"163";"31800";"Digital Realty Atlanta"
"164";"31800";"Equinix Sydney"
"165";"31800";"SIX Seattle: MTU 1500"
"166";"31800";"Equinix Ashburn"
"167";"31800";"Equinix Singapore"
"168";"31800";"FIXO"
"169";"31800";"MegaIX Auckland: MegaIX"
"170";"31800";"MegaIX Sydney: MegaIX"
"171";"31800";"MegaIX Brisbane: MegaIX"
"172";"31800";"MegaIX Melbourne: MegaIX"
"173";"31800";"IX Australia (Perth WA): WA-IX"
"174";"22822";"SIX Seattle: MTU 1500"
"175";"22822";"Equinix Tokyo"
"176";"22822";"Equinix Hong Kong"
"177";"22822";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"178";"22822";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"179";"22822";"Equinix Chicago"
"180";"22822";"Equinix Dallas"
"181";"22822";"Equinix Los Angeles"
"182";"22822";"Equinix San Jose"
"183";"22822";"Equinix Palo Alto"
"184";"22822";"NYIIX"
"185";"22822";"Equinix Miami IX"
"186";"22822";"NYIIX Los Angeles"
"187";"22822";"TorIX"
"188";"22822";"JPIX TOKYO"
"189";"22822";"INEX LAN1: INEX LAN1"
"190";"22822";"VIX"
"191";"22822";"Digital Realty New York"
"192";"22822";"ECIX-DUS"
"193";"22822";"AZIX"
"194";"22822";"Equinix Paris: Equinix IX - PA Metro"
"195";"22822";"PIX Vancouver"
"196";"22822";"LINX LON2"
"197";"22822";"ESPANIX Madrid Lower LAN"
"198";"22822";"MIX-IT"
"199";"22822";"TOP-IX: Public Peering VLAN"
"200";"22822";"Equinix New York"
"201";"22822";"CoreSite - Any2 Chicago"
"202";"22822";"Equinix Ashburn"
"203";"22822";"JPIX OSAKA"
"204";"22822";"LINX LON1: Main"
"205";"22822";"CoreSite - Any2 California"
"206";"22822";"AMS-IX"
"207";"22822";"France-IX Paris"
"208";"22822";"LINX NoVA"
"209";"22822";"FL-IX"
"210";"22822";"DE-CIX New York: DE-CIX New York Peering LAN"
"211";"22822";"BCIX: BCIX Peering LAN"
"212";"22822";"MegaIX Singapore"
"213";"22822";"AMS-IX Chicago"
"214";"22822";"SwissIX: Peering"
"215";"22822";"ECIX-FRA"
"216";"22822";"France-IX Marseille"
"217";"22822";"Equinix Atlanta"
"218";"22822";"Equinix Warsaw"
"219";"22822";"Equinix Singapore"
"220";"22822";"BBIX Tokyo"
"221";"22822";"SFMIX"
"222";"22822";"MegaIX Seattle: MegaIX"
"223";"22822";"DE-CIX Palermo: DE-CIX Palermo Peering LAN"
"224";"22822";"SOX Serbia"
"225";"22822";"JPNAP Tokyo: Peering"
"226";"22822";"AMS-IX Hong Kong"
"227";"22822";"Peering.cz"
"228";"22822";"DE-CIX Marseille: DE-CIX Marseille Peering LAN"
"229";"22822";"MICE: Shared Peering"
"230";"22822";"NIX.CZ: Public peering VLAN"
"231";"22822";"BBIX Osaka"
"232";"22822";"Phoenix IX: Production"
"233";"22822";"Digital Realty Atlanta"
"234";"22822";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"235";"22822";"DE-CIX Madrid: DE-CIX Madrid Peering LAN"
"236";"22822";"BIX.BG: Main"
"237";"22822";"NAPAfrica IX Johannesburg: Peering"
"238";"22822";"InterLAN: InterLAN Peering Network"
"239";"22822";"MyIX"
"240";"22822";"BBIX Singapore"
"241";"22822";"BBIX Hong Kong"
"242";"22822";"LINX Manchester"
"243";"22822";"DE-CIX Dallas: DE-CIX Dallas Peering LAN"
"244";"22822";"HKIX: HKIX Peering LAN"
"245";"22822";"Asteroid Amsterdam: Asteroid Amsterdam Peering LAN"
"246";"22822";"JBIX: JBIX"
"247";"22822";"LONAP: LON0"
"248";"22822";"NL-ix: Main"
"249";"22822";"CSL Thai-IX Singapore: Main"
"250";"22822";"MEX-IX: McAllen Peering LAN"
"251";"22822";"Equinix Manchester: Equinix IX - MA Metro"
"252";"22822";"JPNAP Osaka"
"253";"22822";"CoreSite - Any2 Denver "
"254";"3303";"Equinix Chicago"
"255";"3303";"Equinix Dallas"
"256";"3303";"CIXP"
"257";"3303";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"258";"3303";"NYIIX"
"259";"3303";"LINX LON1: Main"
"260";"3303";"SwissIX: Peering"
"261";"3303";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"262";"3303";"Equinix Miami IX"
"263";"3303";"Equinix Ashburn"
"264";"3303";"MIX-IT"
"265";"3303";"AMS-IX"
"266";"3303";"UAE-IX: UAE-IX Peering LAN"
"267";"3303";"Equinix Sydney"
"268";"3303";"CoreSite - Any2 California"
"269";"3303";"Equinix Zurich: Equinix IX - ZH Metro"
"270";"3303";"Equinix Paris: Equinix IX - PA Metro"
"271";"3303";"SGIX: Peering LAN"
"272";"3303";"NAPAfrica IX Johannesburg: Peering"
"273";"3303";"DE-CIX Marseille: DE-CIX Marseille Peering LAN"
"274";"3303";"France-IX Marseille"
"275";"3303";"Asteroid Amsterdam: Asteroid Amsterdam Peering LAN"
"276";"3303";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"277";"3303";"Equinix Singapore"
"278";"3303";"ESPANIX Madrid Lower LAN"
"279";"3303";"JPNAP Tokyo: Peering"
"280";"3303";"NAPAfrica IX Cape Town"
"281";"3303";"VIX"
"282";"3303";"DTEL-IX: PUBLIC"
"283";"3303";"DE-CIX New York: DE-CIX New York Peering LAN"
"284";"3303";"DE-CIX Mumbai: Mumbai IX"
"285";"3303";"HKIX: HKIX Peering LAN"
"286";"3303";"IX Australia (Perth WA): WA-IX"
"287";"3303";"TorIX"
"288";"3303";"IX.br (PTT.br) Fortaleza: ATM/MPLA"
"289";"3303";"Netnod Copenhagen GREEN -- MTU9K: 9K-GREEN"
"290";"3303";"Netnod Copenhagen BLUE -- MTU9K: 9K-BLUE"
"291";"3303";"ECIX-DUS"
"292";"3303";"KINX"
"293";"3303";"LyonIX: lyonix-peering"
"294";"3303";"DE-CIX Munich: DE-CIX Munich Peering LAN"
"295";"3303";"RomandIX: Romandix Lan"
"296";"3303";"TOP-IX: Public Peering VLAN"
"297";"3303";"SIX Seattle: MTU 1500"
"298";"3303";"Namex Rome IXP: VLAN Peering"
"299";"3303";"SBIX: Switzerland"
"300";"3303";"4b42 Internet Exchange Point: Switzerland"
"301";"6079";"Equinix Chicago"
"302";"6079";"Equinix New York"
"303";"6079";"NYIIX"
"304";"6079";"Equinix Ashburn"
"305";"6079";"Boston Internet Exchange"
"306";"6079";"DE-CIX New York: DE-CIX New York Peering LAN"
"307";"23148";"Equinix São Paulo: Equinix IX - SP Metro"
"308";"23148";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"309";"7843";"LINX NoVA"
"310";"7843";"Equinix Ashburn"
"311";"7843";"Equinix Chicago"
"312";"7843";"Equinix Dallas"
"313";"7843";"Equinix New York"
"314";"7843";"Equinix San Jose"
"315";"7843";"Equinix Los Angeles"
"316";"2828";"LINX LON1: Main"
"317";"2828";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"318";"2828";"LINX LON2"
"319";"2828";"AMS-IX"
"320";"2828";"Equinix Ashburn"
"321";"2828";"Equinix Chicago"
"322";"2828";"Equinix San Jose"
"323";"2828";"Equinix Hong Kong"
"324";"3257";"LINX LON1: Main"
"325";"3257";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"326";"3257";"AMS-IX"
"327";"3265";"NL-ix: Main"
"328";"3265";"AMS-IX"
"329";"3265";"R_iX: Main"
"330";"2818";"LINX LON2"
"331";"2818";"LINX LON1: Main"
"332";"2818";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"333";"2818";"LINX Manchester"
"334";"2818";"LONAP: LON0"
"335";"2818";"LINX Scotland: LINX Scotland"
"336";"19165";"Equinix San Jose"
"337";"19165";"SFMIX"
"338";"19165";"AMS-IX BA"
"339";"19165";"CoreSite - Any2 California"
"340";"19165";"CoreSite - Any2 Denver "
"341";"63311";"ChIX"
"342";"63311";"DE-CIX New York: DE-CIX New York Peering LAN"
"343";"34135";"Equinix Miami IX"
"344";"34135";"Equinix Tokyo"
"345";"34135";"Equinix Palo Alto"
"346";"34135";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"347";"34135";"CoreSite - Any2 California"
"348";"34135";"AMS-IX"
"349";"34135";"LINX LON1: Main"
"350";"12200";"Equinix Dallas"
"351";"12200";"Equinix Chicago"
"352";"12200";"Equinix Ashburn"
"353";"12200";"LINX LON1: Main"
"354";"12200";"AMS-IX Chicago"
"355";"12200";"LONAP: LON0"
"356";"12200";"DE-CIX Dallas: DE-CIX Dallas Peering LAN"
"357";"12200";"LINX NoVA"
"358";"4766";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"359";"4766";"Equinix Los Angeles"
"360";"4766";"Equinix Palo Alto"
"361";"4766";"SIX Seattle: MTU 1500"
"362";"4766";"AMS-IX"
"363";"4766";"LINX LON1: Main"
"364";"4766";"NYIIX"
"365";"4766";"NL-ix: Main"
"366";"4766";"Equinix Singapore"
"367";"19817";"CoreSite - Any2 California"
"368";"6066";"MAE West"
"369";"8002";"BigApe"
"370";"8002";"NYIIX"
"371";"8002";"DE-CIX New York: DE-CIX New York Peering LAN"
"372";"10310";"Equinix Chicago"
"373";"10310";"Equinix Dallas"
"374";"10310";"Equinix Los Angeles"
"375";"10310";"Equinix San Jose"
"376";"10310";"Equinix Palo Alto"
"377";"10310";"Equinix Seattle"
"378";"10310";"Equinix New York"
"379";"10310";"SIX Seattle: MTU 1500"
"380";"10310";"NYIIX"
"381";"10310";"Equinix Miami IX"
"382";"10310";"NYIIX Los Angeles"
"383";"10310";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"384";"10310";"Equinix Tokyo"
"385";"10310";"Digital Realty New York"
"386";"10310";"INEX LAN1: INEX LAN1"
"387";"10310";"BNIIX"
"388";"10310";"Equinix Ashburn"
"389";"10310";"SGIX: Peering LAN"
"390";"10310";"CoreSite - Any2 Denver "
"391";"10310";"CoreSite - Any2 California"
"392";"10310";"AMS-IX"
"393";"10310";"LINX LON1: Main"
"394";"10310";"DE-CIX New York: DE-CIX New York Peering LAN"
"395";"10310";"BBIX Singapore"
"396";"10310";"BBIX Tokyo"
"397";"10310";"TPIX-TW"
"398";"10310";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"399";"10310";"Equinix Singapore"
"400";"10310";"IX-Denver: IX-Denver Fabric"
"401";"10310";"AMS-IX BA"
"402";"10310";"AMS-IX Chicago"
"403";"10310";"MegaIX Dallas"
"404";"10310";"MegaIX Ashburn: MegaIX"
"405";"10310";"LONAP: LON0"
"406";"10310";"ChIX"
"407";"10310";"MegaIX Singapore"
"408";"10310";"NWAX: Primary Peering VLAN"
"409";"10310";"MICE: Shared Peering"
"410";"10310";"VANIX"
"411";"10310";"BBIX Hong Kong"
"412";"10310";"NL-ix: Main"
"413";"10310";"SFMIX"
"414";"10310";"TorIX"
"415";"10310";"MASS-IX: ISP Peering LAN"
"416";"10310";"Equinix Paris: Equinix IX - PA Metro"
"417";"10310";"JPIX TOKYO"
"418";"10310";"JPNAP Tokyo: Peering"
"419";"10310";"FL-IX"
"420";"10310";"France-IX Paris"
"421";"10310";"CoreSite - Any2 NorthEast"
"422";"10310";"DE-CIX Dallas: DE-CIX Dallas Peering LAN"
"423";"10310";"Digital Realty Atlanta"
"424";"10310";"Phoenix IX: Production"
"425";"10310";"LINX NoVA"
"426";"10310";"NIX.CZ: Public peering VLAN"
"427";"10310";"KCIX"
"428";"10310";"BCIX: BCIX Peering LAN"
"429";"10310";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"430";"10310";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"431";"10310";"INEX LAN2"
"432";"10310";"LSIX: Main"
"433";"10310";"ESPANIX Madrid Lower LAN"
"434";"10310";"ESPANIX Madrid Upper LAN"
"435";"10310";"France-IX Marseille"
"436";"10310";"DE-CIX Marseille: DE-CIX Marseille Peering LAN"
"437";"10310";"BIX.BG: Main"
"438";"10310";"DE-CIX Madrid: DE-CIX Madrid Peering LAN"
"439";"10310";"VIX"
"440";"10310";"Equinix Warsaw"
"441";"10310";"STHIX - Stockholm: STH Peering"
"442";"10310";"InterLAN: InterLAN Peering Network"
"443";"10310";"Balcan-IX"
"444";"10310";"Asteroid Amsterdam: Asteroid Amsterdam Peering LAN"
"445";"10310";"AMS-IX Hong Kong"
"446";"10310";"NAPAfrica IX Johannesburg: Peering"
"447";"10310";"MIX-IT"
"448";"10310";"NetIX: NetIX"
"449";"10310";"Peering.cz"
"450";"10310";"JBIX: JBIX"
"451";"10310";"ECIX-FRA"
"452";"10310";"HKIX: HKIX Peering LAN"
"453";"10310";"Equinix Hong Kong"
"454";"10310";"TOP-IX: Public Peering VLAN"
"455";"10310";"GigaPIX - LAN 1: LAN1"
"456";"10310";"MyIX"
"457";"10310";"DE-CIX Mumbai: Mumbai IX"
"458";"10310";"Extreme IX Mumbai: Extreme IX"
"459";"10310";"Extreme IX Chennai: Extreme IX LAN"
"460";"10310";"Equinix Stockholm: Equinix IX - SK Metro"
"461";"10310";"Equinix Dublin: Equinix IX - DB Metro"
"462";"10310";"CSL Thai-IX Singapore: Main"
"463";"5410";"LINX LON1: Main"
"464";"5410";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"465";"5410";"Equinix Paris: Equinix IX - PA Metro"
"466";"5410";"France-IX Paris"
"467";"5410";"LyonIX: lyonix-peering"
"468";"5410";"AMS-IX"
"469";"5410";"France-IX Marseille"
"470";"10255";"MASS-IX: ISP Peering LAN"
"471";"6762";"Equinix Palo Alto"
"472";"6762";"LINX LON1: Main"
"473";"6762";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"474";"6762";"Equinix Ashburn"
"475";"6762";"AMS-IX"
"476";"6762";"DE-CIX Palermo: DE-CIX Palermo Peering LAN"
"477";"6762";"Equinix Singapore"
"478";"6762";"DE-CIX Istanbul: DE-CIX Istanbul Peering LAN"
"479";"8001";"NYIIX"
"480";"8001";"Equinix New York"
"481";"8001";"TorIX"
"482";"8001";"Digital Realty New York"
"483";"8001";"Equinix Ashburn"
"484";"8001";"DE-CIX New York: DE-CIX New York Peering LAN"
"485";"8001";"DE-CIX Dallas: DE-CIX Dallas Peering LAN"
"486";"29791";"Equinix San Jose"
"487";"29791";"Equinix Palo Alto"
"488";"29791";"Equinix New York"
"489";"29791";"SIX Seattle: MTU 1500"
"490";"29791";"NYIIX"
"491";"29791";"Equinix Hong Kong"
"492";"29791";"Digital Realty New York"
"493";"29791";"SGIX: Peering LAN"
"494";"29791";"Equinix Ashburn"
"495";"29791";"Equinix Dallas"
"496";"29791";"AMS-IX"
"497";"29791";"LINX LON1: Main"
"498";"29791";"Digital Realty Atlanta"
"499";"29791";"Equinix Singapore"
"500";"29791";"MASS-IX: ISP Peering LAN"
"501";"29791";"CoreSite - Any2 California"
"502";"29791";"AMS-IX BA"
"503";"29791";"Equinix Chicago"
"504";"29791";"TorIX"
"505";"31263";"MIX-IT"
"506";"31263";"MINAP Milan: MINAP"
"507";"852";"Equinix Chicago"
"508";"852";"SIX Seattle: MTU 1500"
"509";"852";"DE-CIX New York: DE-CIX New York Peering LAN"
"510";"3742";"SIX Seattle: MTU 1500"
"511";"2110";"INEX LAN1: INEX LAN1"
"512";"2110";"INEX LAN2"
"513";"8220";"AMS-IX"
"514";"8220";"BBIX Tokyo"
"515";"8220";"BCIX: BCIX Peering LAN"
"516";"8220";"BNIX"
"517";"8220";"CATNIX"
"518";"8220";"CIXP"
"519";"8220";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"520";"8220";"Equinix Ashburn"
"521";"8220";"Equinix Paris: Equinix IX - PA Metro"
"522";"8220";"Equinix San Jose"
"523";"8220";"Equinix Singapore"
"524";"8220";"ESPANIX Madrid Lower LAN"
"525";"8220";"ESPANIX Madrid Upper LAN"
"526";"8220";"France-IX Paris"
"527";"8220";"GigaPIX - LAN 1: LAN1"
"528";"8220";"INEX LAN1: INEX LAN1"
"529";"8220";"JPIX OSAKA"
"530";"8220";"JPIX TOKYO"
"531";"8220";"JPNAP Tokyo: Peering"
"532";"8220";"LINX LON1: Main"
"533";"8220";"MIX-IT"
"534";"8220";"Namex Rome IXP: VLAN Peering"
"535";"8220";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"536";"8220";"SwissIX: Peering"
"537";"8220";"TOP-IX: Public Peering VLAN"
"538";"8220";"VIX"
"539";"8220";"JPNAP Osaka"
"540";"8220";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"541";"8220";"Netnod Copenhagen GREEN -- MTU9K: 9K-GREEN"
"542";"8220";"Netnod Copenhagen BLUE -- MTU9K: 9K-BLUE"
"543";"8220";"HKIX: HKIX Peering LAN"
"544";"8220";"Equinix Sydney"
"545";"8220";"BBIX Osaka"
"546";"8220";"InterLAN: InterLAN Peering Network"
"547";"8220";"LONAP: LON0"
"548";"8220";"Equinix Warsaw"
"549";"5503";"LINX LON2"
"550";"5503";"LINX LON1: Main"
"551";"5503";"LONAP: LON0"
"552";"8422";"LINX LON1: Main"
"553";"8422";"ECIX-DUS"
"554";"8422";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"555";"8422";"ECIX-FRA"
"556";"8422";"AMS-IX"
"557";"13037";"LINX LON1: Main"
"558";"13037";"LINX LON2"
"559";"13037";"LINX Manchester"
"560";"13037";"LONAP: LON0"
"561";"5587";"LINX Manchester"
"562";"15412";"Equinix Palo Alto"
"563";"15412";"Equinix Tokyo"
"564";"15412";"NYIIX"
"565";"15412";"Equinix Paris: Equinix IX - PA Metro"
"566";"15412";"LINX LON1: Main"
"567";"15412";"NYIIX Los Angeles"
"568";"15412";"JPNAP Tokyo: Peering"
"569";"15412";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"570";"15412";"Equinix Hong Kong"
"571";"15412";"CoreSite - Any2 California"
"572";"15412";"Equinix Ashburn"
"573";"15412";"LINX LON2"
"574";"15412";"AMS-IX"
"575";"15412";"JPIX TOKYO"
"576";"15412";"Equinix Chicago"
"577";"15412";"UAE-IX: UAE-IX Peering LAN"
"578";"15412";"Equinix Singapore"
"579";"15412";"AMS-IX Hong Kong"
"580";"15412";"France-IX Paris"
"581";"15412";"TPIX-TW"
"582";"15412";"KINX"
"583";"15412";"France-IX Marseille"
"584";"15412";"HKIX: HKIX Peering LAN"
"585";"15412";"Equinix Sydney"
"586";"8607";"LINX LON1: Main"
"587";"8607";"LONAP: LON0"
"588";"8708";"LINX LON1: Main"
"589";"8708";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"590";"8708";"BiX"
"591";"8708";"AMS-IX"
"592";"2647";"Equinix Palo Alto"
"593";"2647";"Equinix Ashburn"
"594";"2647";"Equinix Miami IX"
"595";"2647";"Equinix Atlanta"
"596";"6805";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"597";"6805";"ECIX-DUS"
"598";"6805";"ECIX-FRA"
"599";"6805";"ECIX-HAM"
"600";"6805";"ECIX-MUC / INXS by ecix"
"601";"6805";"ECIX-BER"
"602";"6805";"BCIX: BCIX Peering LAN"
"603";"8426";"LINX LON1: Main"
"604";"8426";"Equinix Paris: Equinix IX - PA Metro"
"605";"8426";"CATNIX"
"606";"8426";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"607";"8426";"LINX LON2"
"608";"8426";"LINX Manchester"
"609";"8426";"GigaPIX - LAN 1: LAN1"
"610";"8426";"France-IX Paris"
"611";"8426";"LONAP: LON0"
"612";"8426";"AMS-IX"
"613";"8426";"DE-CIX Madrid: DE-CIX Madrid Peering LAN"
"614";"8426";"GigaPIX - LAN2: LAN2"
"615";"8426";"DE-CIX Lisbon: DE-CIX Lisbon Peering LAN"
"616";"8426";"ESPANIX Madrid Lower LAN"
"617";"8426";"Equinix Lisbon: Equinix IX - LS Metro"
"618";"5400";"LINX LON1: Main"
"619";"5400";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"620";"5400";"LINX LON2"
"621";"5400";"ESPANIX Madrid Lower LAN"
"622";"5400";"BNIX"
"623";"5400";"Equinix Ashburn"
"624";"5400";"FICIX 2 (Helsinki): IPv4+IPv6 MTU 1500"
"625";"5400";"NIX.CZ: Public peering VLAN"
"626";"5400";"NYIIX"
