id;asn;location
"6741";"20764";"FICIX 2 (Helsinki) IPv6 MTU 9000: IPv6 MTU 9000"
"6742";"20764";"Netnod Stockholm GREEN -- MTU4470: STH-A -- MTU4470"
"6743";"20764";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"6744";"20764";"Netnod Stockholm BLUE -- MTU4470: STH-B -- MTU4470"
"6745";"20764";"DE-CIX New York: DE-CIX New York Peering LAN"
"6746";"20764";"MSK-IX Moscow: MSK-IX peering network"
"6747";"20764";"France-IX Paris"
"6748";"20764";"Peering.cz"
"6749";"20764";"MSK-IX Saint-Petersburg: MSK-IX Saint-Petersburg peering network"
"6750";"39923";"BNIX"
"6751";"39923";"AMS-IX"
"6752";"39923";"BelgiumIX: Peeringlan"
"6753";"38456";"Equinix Sydney"
"6754";"34442";"LINX LON1: Main"
"6755";"34442";"LONAP: LON0"
"6756";"34442";"Equinix London: Equinix IX - LD Metro"
"6757";"41653";"SFINX"
"6758";"41653";"Equinix Paris: Equinix IX - PA Metro"
"6759";"41653";"France-IX Paris"
"6760";"43893";"SOLIX"
"6761";"43893";"STHIX - Stockholm: STH Peering"
"6762";"43893";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"6763";"43893";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"6764";"43727";"MSK-IX Moscow: MSK-IX peering network"
"6765";"43727";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6766";"43727";"AMS-IX"
"6767";"43727";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"6768";"43727";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"6769";"43727";"PITER-IX St. Petersburg: SPB_PEERING_VLAN"
"6770";"43727";"Eurasia Peering IX: Peering LAN"
"6771";"43727";"DTEL-IX: PUBLIC"
"6772";"43727";"Equinix Stockholm: Equinix IX - SK Metro"
"6773";"43727";"GigaNET: Global exchange"
"6774";"43727";"PITER-IX Moscow: MSK_PEERING_VLAN"
"6775";"43727";"SFO-IX: SFO-IX"
"6776";"43727";"Speed-IX: SPEED-IX"
"6777";"43727";"MSK-IX Saint-Petersburg: MSK-IX Saint-Petersburg peering network"
"6778";"17666";"MyIX"
"6779";"17666";"Equinix Singapore"
"6780";"6910";"Balcan-IX"
"6781";"6910";"RoNIX"
"6782";"6910";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6783";"6910";"NL-ix: Main"
"6784";"33597";"CoreSite - Any2 Silicon Valley"
"6785";"33597";"CoreSite - Any2 California"
"6786";"33597";"Equinix Ashburn"
"6787";"18403";"Equinix Hong Kong"
"6788";"18403";"CoreSite - Any2 California"
"6789";"18403";"SGIX: Peering LAN"
"6790";"18403";"Equinix Singapore"
"6791";"18403";"BBIX Hong Kong"
"6792";"18403";"Equinix Tokyo"
"6793";"18403";"JPNAP Tokyo: Peering"
"6794";"18403";"BBIX Tokyo"
"6795";"18403";"JPIX TOKYO"
"6796";"18403";"BBIX Singapore"
"6797";"18403";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6798";"18403";"HKIX: HKIX Peering LAN"
"6799";"9534";"MyIX"
"6800";"9534";"Equinix Singapore"
"6801";"9534";"HKIX: HKIX Peering LAN"
"6802";"1133";"NDIX"
"6803";"21056";"TIX"
"6804";"21056";"Namex Rome IXP: VLAN Peering"
"6805";"21056";"MIX-IT"
"6806";"21056";"VSIX: Primary"
"6807";"21056";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6808";"39180";"France-IX Paris"
"6809";"39180";"Equinix Paris: Equinix IX - PA Metro"
"6810";"39180";"LyonIX: lyonix-peering"
"6811";"39180";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6812";"39180";"AMS-IX"
"6813";"39180";"DE-CIX Marseille: DE-CIX Marseille Peering LAN"
"6814";"39180";"AuvernIX: AuvernIX LAN"
"6815";"9583";"NIXI Mumbai"
"6816";"9583";"NIXI Chennai"
"6817";"9583";"NIXI Delhi"
"6818";"9583";"LINX LON1: Main"
"6819";"9583";"UAE-IX: UAE-IX Peering LAN"
"6820";"9583";"Equinix Paris: Equinix IX - PA Metro"
"6821";"9583";"France-IX Paris"
"6822";"9583";"AMS-IX"
"6823";"9583";"Equinix Singapore"
"6824";"9583";"NIXI Kolkata"
"6825";"9583";"NIXI Hyderabad"
"6826";"9583";"AMS-IX India"
"6827";"9583";"France-IX Marseille"
"6828";"9583";"Extreme IX Mumbai: Extreme IX"
"6829";"38220";"PIPE Networks Sydney"
"6830";"38220";"IX Australia (Sydney NSW): NSW-IX"
"6831";"38220";"MegaIX Sydney: MegaIX"
"6832";"48918";"Stuttgart-IX: PeeringLAN"
"6833";"48918";"ECIX-FRA"
"6834";"48918";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6835";"48918";"DE-CIX Dusseldorf: DE-CIX Dusseldorf Peering LAN"
"6836";"29243";"TREX: Unicast Peering"
"6837";"9293";"HKIX: HKIX Peering LAN"
"6838";"9266";"Equinix Sydney"
"6839";"16735";"IX.br (PTT.br) Campinas: ATM/MPLA"
"6840";"16735";"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
"6841";"16735";"IX.br (PTT.br) Belo Horizonte: ATM/MPLA"
"6842";"16735";"IX.br (PTT.br) Brasília: ATM/MPLA"
"6843";"16735";"IX.br (PTT.br) Goiânia: ATM/MPLA"
"6844";"16735";"Equinix Ashburn"
"6845";"16735";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"6846";"16735";"Equinix Miami IX"
"6847";"16735";"FL-IX"
"6848";"16735";"Equinix São Paulo: Equinix IX - SP Metro"
"6849";"16735";"IX.br (PTT.br) Lajeado: ATM/MLPA"
"6850";"16735";"IX.br (PTT.br) Curitiba: ATM/MPLA"
"6851";"16735";"IX.br (PTT.br) Florianópolis: ATM/MPLA"
"6852";"16735";"IX.br (PTT.br) Porto Alegre: ATM/MPLA"
"6853";"9723";"IX Australia (Brisbane QLD): QLD-IX"
"6854";"9723";"IX Australia (Sydney NSW): NSW-IX"
"6855";"9723";"Equinix Sydney"
"6856";"9723";"MegaIX Sydney: MegaIX"
"6857";"9723";"MegaIX Brisbane: MegaIX"
"6858";"9723";"MegaIX Melbourne: MegaIX"
"6859";"9723";"MegaIX Perth: MegaIX"
"6860";"9723";"IX Australia (Melbourne VIC): VIC-IX"
"6861";"4851";"Equinix Sydney"
"6862";"4851";"IX Australia (Sydney NSW): NSW-IX"
"6863";"4851";"IX Australia (Brisbane QLD): QLD-IX"
"6864";"4851";"MegaIX Sydney: MegaIX"
"6865";"4851";"MegaIX Brisbane: MegaIX"
"6866";"33139";"TorIX"
"6867";"39637";"NDIX"
"6868";"39637";"AMS-IX"
"6869";"39637";"Speed-IX: SPEED-IX"
"6870";"32098";"Digital Realty Dallas"
"6871";"32098";"Equinix Ashburn"
"6872";"32098";"Equinix Dallas"
"6873";"32098";"CoreSite - Any2 California"
"6874";"32098";"Equinix Los Angeles"
"6875";"32098";"PacificWave"
"6876";"32098";"Equinix Miami IX"
"6877";"39600";"Equinix Paris: Equinix IX - PA Metro"
"6878";"39600";"France-IX Paris"
"6879";"31025";"KleyReX: Peering LAN"
"6880";"31025";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6881";"31025";"Equinix Frankfurt: Equinix IX - FR Metro"
"6882";"23939";"Equinix Singapore"
"6883";"23939";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6884";"23939";"DE-CIX New York: DE-CIX New York Peering LAN"
"6885";"23939";"AMS-IX"
"6886";"23939";"LINX LON1: Main"
"6887";"48315";"BNIX"
"6888";"9313";"Equinix Sydney"
"6889";"9313";"IX Australia (Brisbane QLD): QLD-IX"
"6890";"23752";"npIX PTS"
"6891";"23752";"npIX JWL"
"6892";"42346";"SwissIX: Peering"
"6893";"42937";"SFINX"
"6894";"13147";"BIX.BG: Main"
"6895";"13147";"B-IX"
"6896";"34953";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6897";"34953";"AMS-IX"
"6898";"34953";"ECIX-DUS"
"6899";"4280";"PIX Vancouver"
"6900";"41349";"PITER-IX Moscow: MSK_PEERING_VLAN"
"6901";"41349";"Eurasia Peering IX: Peering LAN"
"6902";"19117";"TorIX"
"6903";"3361";"SIX Seattle: MTU 1500"
"6904";"8866";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6905";"8866";"AMS-IX"
"6906";"41666";"CHIX-CH: Main"
"6907";"29846";"MiamiIX"
"6908";"29846";"Equinix Miami IX"
"6909";"48237";"LINX LON1: Main"
"6910";"48237";"Equinix Ashburn"
"6911";"48237";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6912";"48237";"AMS-IX"
"6913";"48237";"SH-IX"
"6914";"48237";"UAE-IX: UAE-IX Peering LAN"
"6915";"48237";"Equinix Singapore"
"6916";"48237";"DE-CIX Marseille: DE-CIX Marseille Peering LAN"
"6917";"48484";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6918";"48484";"DE-CIX Munich: DE-CIX Munich Peering LAN"
"6919";"4761";"KINX"
"6920";"4761";"AMS-IX"
"6921";"4761";"Equinix Singapore"
"6922";"4761";"BBIX Tokyo"
"6923";"4761";"BBIX Singapore"
"6924";"4761";"Equinix Palo Alto"
"6925";"4761";"HKIX: HKIX Peering LAN"
"6926";"49854";"ECIX-HAM"
"6927";"43782";"ULN-IX"
"6928";"43911";"ECIX-DUS"
"6929";"17676";"BBIX Tokyo"
"6930";"17676";"BBIX Singapore"
"6931";"17676";"BBIX Osaka"
"6932";"17676";"Equinix Palo Alto"
"6933";"17676";"CoreSite - Any2 California"
"6934";"17676";"BBIX Hong Kong"
"6935";"17676";"Equinix Singapore"
"6936";"17676";"HKIX: HKIX Peering LAN"
"6937";"17676";"JPNAP Tokyo: Peering"
"6938";"17676";"JPNAP Osaka"
"6939";"1406";"Equinix San Jose"
"6940";"7615";"btIX: TTPL-LAN"
"6941";"47328";"CoreSite - Any2 NorthEast"
"6942";"48072";"LyonIX: lyonix-peering"
"6943";"48072";"Equinix Paris: Equinix IX - PA Metro"
"6944";"48072";"TOUIX"
"6945";"20569";"FICIX 2 (Helsinki): IPv4+IPv6 MTU 1500"
"6946";"29140";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6947";"29140";"AMS-IX"
"6948";"29140";"ECIX-FRA"
"6949";"29140";"ECIX-HAM"
"6950";"29140";"ECIX-MUC / INXS by ecix"
"6951";"29140";"ECIX-BER"
"6952";"9299";"JPNAP Tokyo: Peering"
"6953";"9299";"CoreSite - Any2 California"
"6954";"9299";"AMS-IX Hong Kong"
"6955";"9299";"Equinix Hong Kong"
"6956";"9299";"Equinix Singapore"
"6957";"9299";"SGIX: Peering LAN"
"6958";"9299";"BBIX Hong Kong"
"6959";"9299";"BBIX Singapore"
"6960";"9299";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6961";"9299";"AMS-IX"
"6962";"9299";"NYIIX"
"6963";"9299";"BBIX Tokyo"
"6964";"9299";"SIX Seattle: MTU 1500"
"6965";"34087";"NIX1"
"6966";"34087";"AMS-IX"
"6967";"34087";"FIXO"
"6968";"34087";"STHIX - Stockholm: STH Peering"
"6969";"34087";"TRDIX Trondheim"
"6970";"36416";"SIX Seattle: MTU 1500"
"6971";"36416";"NWAX: Primary Peering VLAN"
"6972";"33182";"LINX LON1: Main"
"6973";"33182";"FL-IX"
"6974";"33182";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"6975";"33182";"IX.br (PTT.br) João Pessoa: ATM/MLPA"
"6976";"33182";"Equinix Miami IX"
"6977";"9908";"BBIX Hong Kong"
"6978";"9908";"HKIX: HKIX Peering LAN"
"6979";"9908";"Equinix Hong Kong"
"6980";"31449";"BNIX"
"6981";"31449";"France-IX Paris"
"6982";"31449";"LU-CIX"
"6983";"31449";"AMS-IX"
"6984";"31449";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"6985";"37652";"NAPAfrica IX Johannesburg: Peering"
"6986";"37652";"NAPAfrica IX Cape Town"
"6987";"49835";"CATNIX"
"6988";"6775";"SwissIX: Peering"
"6989";"6775";"France-IX Paris"
"6990";"6775";"France-IX Marseille"
"6991";"36943";"CINX: CINX Peering"
"6992";"36943";"NAPAfrica IX Cape Town"
"6993";"5683";"MadIX"
"6994";"49367";"MIX-IT"
"6995";"20985";"MSK-IX Moscow: MSK-IX peering network"
"6996";"11796";"Equinix San Jose"
"6997";"11796";"Equinix Ashburn"
"6998";"11796";"MICE: Shared Peering"
"6999";"11796";"MadIX"
"7000";"11796";"SIX Seattle: MTU 1500"
"7001";"11796";"Equinix Dallas"
"7002";"11796";"NYIIX"
"7003";"11796";"Equinix Chicago"
"7004";"11796";"OmahaIX"
"7005";"8057";"SIX Seattle: MTU 1500"
"7006";"6663";"RoNIX"
"7007";"6663";"InterLAN: InterLAN Peering Network"
"7008";"6663";"LINX LON1: Main"
"7009";"6663";"NIX.CZ: Public peering VLAN"
"7010";"6663";"VIX"
"7011";"6663";"SIX.SK"
"7012";"6663";"BiX"
"7013";"6663";"Balcan-IX"
"7014";"6663";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7015";"6663";"AMS-IX"
"7016";"6663";"DTEL-IX: PUBLIC"
"7017";"7850";"CoreSite - Any2 California"
"7018";"7850";"Equinix San Jose"
"7019";"7850";"Equinix Ashburn"
"7020";"7850";"LINX LON1: Main"
"7021";"7850";"LINX LON2"
"7022";"7850";"Equinix London: Equinix IX - LD Metro"
"7023";"26088";"SIX Seattle: MTU 1500"
"7024";"49594";"Equinix Paris: Equinix IX - PA Metro"
"7025";"49594";"France-IX Paris"
"7026";"38457";"DE-CIX Mumbai: Mumbai IX"
"7027";"38457";"Extreme IX Mumbai: Extreme IX"
"7028";"28360";"IX.br (PTT.br) Belo Horizonte: ATM/MPLA"
"7029";"28360";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"7030";"28196";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"7031";"9137";"MIX-IT"
"7032";"21864";"COIX"
"7033";"38858";"MegaIX Sydney: MegaIX"
"7034";"38858";"IX Australia (Sydney NSW): NSW-IX"
"7035";"38858";"Equinix Sydney"
"7036";"38858";"IX Australia (Melbourne VIC): VIC-IX"
"7037";"38858";"MegaIX Melbourne: MegaIX"
"7038";"45926";"IX Australia (Perth WA): WA-IX"
"7039";"45926";"EdgeIX - Perth: Main"
"7040";"34171";"ECIX-BER"
"7041";"34171";"ECIX-DUS"
"7042";"34171";"BCIX: BCIX Peering LAN"
"7043";"50032";"Equinix Paris: Equinix IX - PA Metro"
"7044";"50032";"France-IX Paris"
"7045";"4230";"NYIIX"
"7046";"4230";"Equinix Miami IX"
"7047";"4230";"Digital Realty New York"
"7048";"4230";"Equinix Ashburn"
"7049";"4230";"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
"7050";"4230";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"7051";"4230";"Equinix Atlanta"
"7052";"4230";"Digital Realty Atlanta"
"7053";"4230";"DE-CIX New York: DE-CIX New York Peering LAN"
"7054";"4230";"IX.br (PTT.br) Campinas: ATM/MPLA"
"7055";"4230";"IX.br (PTT.br) Porto Alegre: ATM/MPLA"
"7056";"8612";"MIX-IT"
"7057";"8612";"Namex Rome IXP: VLAN Peering"
"7058";"8612";"TOP-IX: Public Peering VLAN"
"7059";"39319";"INEX LAN1: INEX LAN1"
"7060";"33796";"AMS-IX"
"7061";"49820";"AMS-IX"
"7062";"13722";"SIX Seattle: MTU 1500"
"7063";"13722";"Digital Realty New York"
"7064";"9658";"Equinix Singapore"
"7065";"9658";"CoreSite - Any2 California"
"7066";"9658";"HKIX: HKIX Peering LAN"
"7067";"9658";"Equinix Hong Kong"
"7068";"9658";"Equinix Los Angeles"
"7069";"39087";"PIRIX"
"7070";"39087";"MSK-IX Moscow: MSK-IX peering network"
"7071";"39087";"PITER-IX St. Petersburg: SPB_PEERING_VLAN"
"7072";"39087";"MSK-IX Saint-Petersburg: MSK-IX Saint-Petersburg peering network"
"7073";"39087";"CLOUD-IX SPB"
"7074";"23655";"APE"
"7075";"23655";"WIX-NZ"
"7076";"23655";"Equinix Sydney"
"7077";"23655";"MegaIX Sydney: MegaIX"
"7078";"23655";"CHIX-NZ"
"7079";"23655";"AKL-IX (Auckland NZ): AKL-IX"
"7080";"23655";"CoreSite - Any2 California"
"7081";"23655";"MegaIX Auckland: MegaIX"
"7082";"23655";"IX Australia (Sydney NSW): NSW-IX"
"7083";"24321";"MyIX"
"7084";"9605";"Equinix Tokyo"
"7085";"9605";"Equinix Osaka"
"7086";"9605";"JPNAP Osaka"
"7087";"9605";"JPNAP Tokyo: Peering"
"7088";"9605";"LINX LON1: Main"
"7089";"34123";"MSK-IX Moscow: MSK-IX peering network"
"7090";"34123";"DATAIX"
"7091";"34123";"DTEL-IX: PUBLIC"
"7092";"34123";"NL-ix: Main"
"7093";"25279";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7094";"25279";"DE-CIX Dusseldorf: DE-CIX Dusseldorf Peering LAN"
"7095";"45942";"DE-CIX Mumbai: Mumbai IX"
"7096";"29075";"LyonIX: lyonix-peering"
"7097";"29075";"Equinix Paris: Equinix IX - PA Metro"
"7098";"29075";"LINX LON1: Main"
"7099";"29075";"France-IX Paris"
"7100";"29075";"AMS-IX"
"7101";"29075";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7102";"29075";"SwissIX: Peering"
"7103";"29075";"Hopus"
"7104";"29075";"Lillix"
"7105";"49983";"SwissIX: Peering"
"7106";"8529";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7107";"8529";"AMS-IX"
"7108";"8529";"NL-ix: Main"
"7109";"8529";"CoreSite - Any2 California"
"7110";"8529";"ECIX-FRA"
"7111";"8529";"Equinix Singapore"
"7112";"8529";"LINX LON1: Main"
"7113";"8529";"Equinix London: Equinix IX - LD Metro"
"7114";"8529";"Equinix Frankfurt: Equinix IX - FR Metro"
"7115";"8529";"France-IX Marseille"
"7116";"12835";"MIX-IT"
"7117";"28166";"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
"7118";"28166";"IX.br (PTT.br) Porto Alegre: ATM/MPLA"
"7119";"28166";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"7120";"28166";"Equinix São Paulo: Equinix IX - SP Metro"
"7121";"15498";"VIX"
"7122";"10030";"Equinix Singapore"
"7123";"10030";"MyIX"
"7124";"10030";"BBIX Singapore"
"7125";"10030";"HKIX: HKIX Peering LAN"
"7126";"18121";"JPIX OSAKA"
"7127";"18121";"BBIX Tokyo"
"7128";"18121";"JPIX TOKYO"
"7129";"18121";"BBIX Osaka"
"7130";"44219";"TOP-IX: Public Peering VLAN"
"7131";"34606";"TOP-IX: Public Peering VLAN"
"7132";"34606";"France-IX Paris"
"7133";"34606";"MIX-IT"
"7134";"49867";"SwissIX: Peering"
"7135";"45411";"MegaIX Sydney: MegaIX"
"7136";"45411";"PNG Neutral Internet Exchange: Main"
"7137";"20915";"LONAP: LON0"
"7138";"20915";"LINX LON1: Main"
"7139";"37986";"NIXI Delhi"
"7140";"37986";"NIXI Mumbai"
"7141";"37986";"NIXI Chennai"
"7142";"50066";"STHIX - Stockholm: STH Peering"
"7143";"12316";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7144";"39737";"RoNIX"
"7145";"39737";"InterLAN: InterLAN Peering Network"
"7146";"39737";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7147";"39737";"AMS-IX"
"7148";"39737";"LINX LON1: Main"
"7149";"39737";"Balcan-IX"
"7150";"47836";"NL-ix: Main"
"7151";"47836";"AMS-IX"
"7152";"41255";"EVIX: Peering LAN"
"7153";"41255";"LocIX Frankfurt: Peering LAN"
"7154";"39636";"TOP-IX: Public Peering VLAN"
"7155";"39636";"France-IX Paris"
"7156";"39636";"VSIX: Primary"
"7157";"2595";"TOP-IX: Public Peering VLAN"
"7158";"2595";"VSIX: Primary"
"7159";"15692";"LINX Manchester"
"7160";"15692";"LINX LON1: Main"
"7161";"15692";"IX Leeds"
"7162";"13536";"Equinix New York"
"7163";"13536";"NYIIX"
"7164";"13536";"DE-CIX New York: DE-CIX New York Peering LAN"
"7165";"13536";"Equinix Chicago"
"7166";"13536";"Digital Realty New York"
"7167";"13536";"Boston Internet Exchange"
"7168";"2593";"VSIX: Primary"
"7169";"2593";"TOP-IX: Public Peering VLAN"
"7170";"4635";"HKIX: HKIX Peering LAN"
"7171";"47143";"AMS-IX"
"7172";"42973";"IX Leeds"
"7173";"48971";"SwissIX: Peering"
"7174";"48971";"CHIX-CH: Main"
"7175";"17511";"JPNAP Osaka"
"7176";"17511";"Equinix Tokyo"
"7177";"17511";"JPIX TOKYO"
"7178";"17511";"JPNAP Tokyo: Peering"
"7179";"17511";"Equinix Osaka"
"7180";"17511";"CoreSite - Any2 California"
"7181";"17511";"JPIX OSAKA"
"7182";"17511";"AMS-IX"
"7183";"17511";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7184";"17511";"LINX LON1: Main"
"7185";"17511";"BBIX Tokyo"
"7186";"17511";"Equinix Singapore"
"7187";"17511";"Equinix Los Angeles"
"7188";"17511";"HKIX: HKIX Peering LAN"
"7189";"17511";"BBIX Osaka"
"7190";"25295";"ECIX-BER"
"7191";"25295";"ECIX-DUS"
"7192";"25295";"ECIX-HAM"
"7193";"25295";"AMS-IX"
"7194";"19750";"Equinix Palo Alto"
"7195";"19750";"Equinix Ashburn"
"7196";"23829";"JPNAP Tokyo: Peering"
"7197";"9622";"JPNAP Tokyo: Peering"
"7198";"9622";"JPIX OSAKA"
"7199";"49375";"LINX LON1: Main"
"7200";"49375";"LONAP: LON0"
"7201";"49375";"France-IX Paris"
"7202";"49375";"AMS-IX"
"7203";"49375";"LINX LON2"
"7204";"49375";"LINX Manchester"
"7205";"23783";"JPNAP Tokyo: Peering"
"7206";"23783";"BBIX Tokyo"
"7207";"23783";"Equinix Tokyo"
"7208";"9595";"JPNAP Osaka"
"7209";"9595";"JPIX TOKYO"
"7210";"9595";"JPNAP Tokyo: Peering"
"7211";"9595";"JPIX OSAKA"
"7212";"17939";"JPNAP Tokyo: Peering"
"7213";"17939";"JPIX TOKYO"
"7214";"17939";"BBIX Osaka"
"7215";"47232";"NIX.CZ: Public peering VLAN"
"7216";"47232";"Peering.cz"
"7217";"47232";"AMS-IX"
"7218";"30295";"VANIX"
"7219";"30295";"PIX Vancouver"
"7220";"4641";"HKIX: HKIX Peering LAN"
"7221";"38040";"Equinix Singapore"
"7222";"38040";"CoreSite - Any2 California"
"7223";"38040";"AMS-IX"
"7224";"38040";"LINX LON1: Main"
"7225";"38040";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7226";"38040";"HKIX: HKIX Peering LAN"
"7227";"38040";"BBIX Thailand: Main"
"7228";"38040";"JBIX: JBIX"
"7229";"38040";"JPIX TOKYO"
"7230";"38040";"BBIX Tokyo"
"7231";"38948";"ECIX-DUS"
"7232";"16073";"LyonIX: lyonix-peering"
"7233";"25369";"LINX LON1: Main"
"7234";"25369";"LONAP: LON0"
"7235";"25369";"AMS-IX"
"7236";"25369";"Equinix London: Equinix IX - LD Metro"
"7237";"25369";"NL-ix: Main"
"7238";"28573";"IX.br (PTT.br) Natal: ATM/MPLA"
"7239";"28573";"IX.br (PTT.br) Vitória: ATM/MPLA"
"7240";"28573";"IX.br (PTT.br) Fortaleza: ATM/MPLA"
"7241";"28573";"IX.br (PTT.br) Caxias do Sul: ATM/MPLA"
"7242";"28573";"IX.br (PTT.br) Manaus: ATM/MPLA"
"7243";"28573";"IX.br (PTT.br) Recife: ATM/MPLA"
"7244";"28573";"IX.br (PTT.br) São Paulo: ATM/MPLA"
"7245";"28573";"IX.br (PTT.br) São José do Rio Preto: ATM/MPLA"
"7246";"28573";"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
"7247";"28573";"IX.br (PTT.br) Brasília: ATM/MPLA"
"7248";"28573";"IX.br (PTT.br) Belo Horizonte: ATM/MPLA"
"7249";"28573";"IX.br (PTT.br) Porto Alegre: ATM/MPLA"
"7250";"28573";"IX.br (PTT.br) Florianópolis: ATM/MPLA"
"7251";"28573";"IX.br (PTT.br) Curitiba: ATM/MPLA"
"7252";"28573";"IX.br (PTT.br) Campinas: ATM/MPLA"
"7253";"28573";"IX.br (PTT.br) Londrina: ATM/MPLA"
"7254";"28573";"IX.br (PTT.br) São José dos Campos: ATM/MPLA"
"7255";"28573";"IX.br (PTT.br) Goiânia: ATM/MPLA"
"7256";"28573";"IX.br (PTT.br) Belém: ATM/MPLA"
"7257";"28573";"IX.br (PTT.br) Maringá: ATM/MPLA"
"7258";"28573";"IX.br (PTT.br) Salvador: ATM/MPLA"
"7259";"28573";"IX.br (PTT.br) Lajeado: ATM/MLPA"
"7260";"28573";"IX.br (PTT.br) Campina Grande: ATM/MPLA"
"7261";"28573";"IX.br (PTT.br) Cuiabá: ATM/MPLA"
"7262";"25415";"ECIX-BER"
"7263";"25415";"ECIX-DUS"
"7264";"25415";"ECIX-HAM"
"7265";"25415";"ECIX-FRA"
"7266";"25415";"DE-CIX Hamburg: DE-CIX Hamburg Peering LAN"
"7267";"25415";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7268";"25415";"ECIX-MUC / INXS by ecix"
"7269";"4697";"JPNAP Tokyo: Peering"
"7270";"31576";"SFINX"
"7271";"31576";"FR-IX"
"7272";"9797";"Equinix Sydney"
"7273";"9797";"MegaIX Sydney: MegaIX"
"7274";"9797";"MegaIX Melbourne: MegaIX"
"7275";"28855";"France-IX Paris"
"7276";"22652";"TorIX"
"7277";"22652";"QIX"
"7278";"22652";"DE-CIX New York: DE-CIX New York Peering LAN"
"7279";"22652";"VANIX"
"7280";"47541";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"7281";"47541";"DATAIX"
"7282";"47541";"LINX LON1: Main"
"7283";"47541";"AMS-IX"
"7284";"47541";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7285";"47541";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"7286";"23944";"Equinix Singapore"
"7287";"23944";"SGIX: Peering LAN"
"7288";"23944";"BBIX Tokyo"
"7289";"23944";"CoreSite - Any2 California"
"7290";"23944";"PhOpenIX-Manila"
"7291";"23944";"HKIX: HKIX Peering LAN"
"7292";"23944";"AMS-IX"
"7293";"23944";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7294";"23944";"LINX LON1: Main"
"7295";"7713";"Equinix Palo Alto"
"7296";"7713";"Equinix Los Angeles"
"7297";"7713";"Equinix Hong Kong"
"7298";"7713";"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
"7299";"7713";"CoreSite - Any2 California"
"7300";"7713";"AMS-IX"
"7301";"7713";"JPNAP Tokyo: Peering"
"7302";"7713";"Equinix Ashburn"
"7303";"7713";"Equinix Singapore"
"7304";"7713";"SIX Seattle: MTU 1500"
"7305";"7713";"BBIX Tokyo"
"7306";"7713";"BBIX Hong Kong"
"7307";"7713";"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
"7308";"7713";"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
"7309";"7713";"LINX Manchester"
"7310";"7713";"Equinix Paris: Equinix IX - PA Metro"
"7311";"7713";"LONAP: LON0"
"7312";"7713";"NYIIX"
